#Acq. time (s)=	10
#Accumulations=	1
#Range (cm-¹)=	800...2999
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.1
#Instrument=	XploRA
#Detector=	Syncerity
#Objective=	x100
#Grating=	1200 gr/mm
#Laser (nm)=	532 
#Filter=	25%
#Slit (µm)=	100 
#Hole (µm)=	300 
#Fiber=	Off
#Laser pol=	Horizontal
#Raman pol=	None
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	0
#Full time(s)=	11
#Project=	2022-01-13
#Sample=	Prem
#Site=	
#Title=	R_4
#Remark=	
#Date=	07.03.2022 17:54
#Acquired=	07.03.2022 17:54:54
800.097	1796
803	1948
805.9	2222
808.799	2402
811.697	2480
814.597	2180
817.493	1892
820.388	1652
823.283	1552
826.177	1476
829.069	1390
831.961	1394
834.852	1410
837.74	1480
840.628	1448
843.516	1402
846.403	1434
849.29	1432
852.173	1436
855.057	1444
857.94	1420
860.821	1460
863.702	1408
866.581	1394
869.46	1420
872.337	1356
875.215	1410
878.09	1382
880.964	1404
883.839	1366
886.711	1380
889.582	1382
892.452	1420
895.323	1400
898.192	1356
901.059	1416
903.926	1444
906.792	1412
909.656	1384
912.52	1422
915.383	1452
918.245	1406
921.104	1444
923.964	1434
926.823	1448
929.682	1454
932.537	1462
935.394	1500
938.249	1522
941.102	1498
943.956	1550
946.806	1586
949.658	1646
952.507	1652
955.355	1682
958.205	1706
961.051	1708
963.896	1742
966.743	1730
969.586	1754
972.429	1740
975.271	1750
978.112	1786
980.952	1814
983.791	1886
986.629	1924
989.466	1902
992.302	1768
995.138	1726
997.972	1736
1000.8	1634
1003.64	1558
1006.47	1538
1009.3	1528
1012.13	1422
1014.96	1378
1017.78	1422
1020.61	1438
1023.43	1426
1026.26	1404
1029.08	1396
1031.9	1406
1034.73	1404
1037.55	1398
1040.37	1390
1043.18	1428
1046	1386
1048.82	1436
1051.63	1472
1054.45	1482
1057.26	1450
1060.07	1452
1062.89	1450
1065.7	1438
1068.51	1516
1071.31	1462
1074.12	1472
1076.93	1468
1079.73	1472
1082.54	1528
1085.35	1524
1088.15	1532
1090.95	1556
1093.75	1584
1096.55	1608
1099.35	1638
1102.15	1626
1104.94	1652
1107.74	1680
1110.54	1688
1113.33	1660
1116.12	1642
1118.92	1668
1121.71	1652
1124.5	1654
1127.29	1648
1130.08	1682
1132.86	1632
1135.65	1648
1138.43	1646
1141.22	1658
1144	1652
1146.79	1658
1149.57	1688
1152.35	1696
1155.13	1704
1157.91	1676
1160.68	1720
1163.46	1736
1166.24	1730
1169.01	1732
1171.79	1772
1174.56	1754
1177.33	1742
1180.1	1798
1182.87	1778
1185.64	1802
1188.41	1742
1191.18	1774
1193.94	1780
1196.71	1740
1199.47	1732
1202.24	1770
1205	1766
1207.76	1798
1210.52	1756
1213.28	1700
1216.04	1806
1218.8	1848
1221.56	1732
1224.31	1820
1227.06	1778
1229.82	1822
1232.57	1864
1235.32	1846
1238.07	1790
1240.82	1910
1243.57	1848
1246.32	1864
1249.07	1838
1251.82	1836
1254.56	1848
1257.31	1846
1260.05	1894
1262.79	1870
1265.53	1940
1268.27	1916
1271.01	1906
1273.75	1896
1276.49	1938
1279.23	1964
1281.96	1976
1284.7	1970
1287.43	2024
1290.17	2076
1292.9	2072
1295.63	2036
1298.36	2150
1301.09	2200
1303.82	2190
1306.54	2180
1309.27	2280
1312	2324
1314.72	2356
1317.44	2450
1320.17	2522
1322.89	2628
1325.61	2702
1328.33	2744
1331.05	2844
1333.77	3034
1336.48	3094
1339.2	3152
1341.91	3282
1344.63	3260
1347.34	3292
1350.05	3376
1352.77	3348
1355.48	3288
1358.19	3248
1360.9	3138
1363.6	3008
1366.31	2996
1369.01	2832
1371.72	2728
1374.42	2550
1377.13	2412
1379.83	2430
1382.53	2376
1385.23	2306
1387.93	2322
1390.63	2254
1393.32	2226
1396.02	2232
1398.72	2188
1401.41	2198
1404.1	2200
1406.8	2136
1409.49	2162
1412.18	2198
1414.87	2186
1417.56	2186
1420.25	2212
1422.94	2234
1425.62	2322
1428.31	2340
1430.99	2318
1433.67	2372
1436.36	2486
1439.04	2498
1441.72	2576
1444.4	2588
1447.08	2624
1449.76	2616
1452.43	2556
1455.11	2480
1457.78	2490
1460.46	2434
1463.13	2404
1465.8	2364
1468.47	2356
1471.15	2270
1473.82	2242
1476.48	2278
1479.15	2292
1481.82	2246
1484.48	2226
1487.15	2310
1489.81	2286
1492.48	2294
1495.14	2304
1497.8	2252
1500.46	2330
1503.12	2238
1505.78	2264
1508.44	2282
1511.09	2330
1513.75	2326
1516.4	2368
1519.06	2396
1521.71	2450
1524.36	2522
1527.01	2530
1529.66	2664
1532.31	2754
1534.96	2842
1537.61	2886
1540.26	3088
1542.9	3196
1545.55	3500
1548.19	3760
1550.83	4184
1553.47	4636
1556.12	5418
1558.76	6406
1561.4	7846
1564.03	10038
1566.67	13266
1569.31	17618
1571.94	22248
1574.58	25710
1577.21	25640
1579.85	22396
1582.48	17756
1585.11	13092
1587.74	9892
1590.37	7742
1593	6304
1595.62	5396
1598.25	4670
1600.88	4246
1603.5	3988
1606.13	3654
1608.75	3454
1611.37	3406
1613.99	3200
1616.61	3126
1619.23	2984
1621.85	2764
1624.47	2626
1627.08	2504
1629.7	2378
1632.32	2262
1634.93	2190
1637.54	2152
1640.15	2064
1642.77	1982
1645.38	1996
1647.98	1982
1650.59	1966
1653.2	1878
1655.81	1870
1658.41	1840
1661.02	1844
1663.62	1796
1666.22	1768
1668.83	1778
1671.43	1808
1674.03	1726
1676.63	1762
1679.23	1794
1681.83	1730
1684.42	1708
1687.02	1766
1689.61	1704
1692.21	1710
1694.8	1666
1697.39	1690
1699.98	1716
1702.57	1690
1705.16	1796
1707.75	1744
1710.34	1796
1712.93	1862
1715.51	1870
1718.1	1944
1720.68	1966
1723.27	2008
1725.85	2116
1728.43	2032
1731.01	2014
1733.59	2000
1736.17	1978
1738.75	1946
1741.32	1944
1743.9	1870
1746.48	1820
1749.05	1750
1751.62	1736
1754.2	1660
1756.77	1676
1759.34	1608
1761.91	1584
1764.48	1642
1767.05	1640
1769.61	1600
1772.18	1602
1774.75	1586
1777.31	1610
1779.87	1552
1782.44	1562
1785	1554
1787.56	1540
1790.12	1584
1792.68	1592
1795.24	1536
1797.8	1526
1800.35	1522
1802.91	1510
1805.47	1538
1808.02	1528
1810.57	1536
1813.12	1560
1815.68	1528
1818.23	1484
1820.78	1526
1823.33	1544
1825.87	1552
1828.42	1508
1830.97	1538
1833.51	1552
1836.06	1544
1838.6	1552
1841.14	1510
1843.68	1534
1846.22	1516
1848.77	1522
1851.3	1544
1853.84	1480
1856.38	1506
1858.92	1496
1861.45	1510
1863.99	1566
1866.52	1452
1869.05	1508
1871.59	1512
1874.12	1496
1876.65	1508
1879.18	1466
1881.71	1470
1884.23	1502
1886.76	1506
1889.29	1484
1891.81	1494
1894.34	1468
1896.86	1476
1899.38	1512
1901.9	1530
1904.42	1478
1906.94	1496
1909.46	1476
1911.98	1494
1914.5	1548
1917.02	1514
1919.53	1560
1922.05	1534
1924.56	1462
1927.07	1538
1929.59	1484
1932.1	1526
1934.61	1512
1937.12	1486
1939.62	1548
1942.13	1530
1944.64	1518
1947.15	1512
1949.65	1542
1952.16	1540
1954.66	1536
1957.16	1540
1959.66	1556
1962.16	1566
1964.66	1542
1967.16	1530
1969.66	1584
1972.16	1550
1974.66	1518
1977.15	1540
1979.65	1554
1982.14	1516
1984.63	1476
1987.12	1548
1989.62	1560
1992.11	1548
1994.6	1596
1997.09	1548
1999.57	1544
2002.06	1498
2004.55	1552
2007.03	1568
2009.52	1518
2012	1564
2014.48	1568
2016.96	1566
2019.45	1544
2021.93	1588
2024.41	1442
2026.88	1514
2029.36	1534
2031.84	1502
2034.31	1556
2036.79	1500
2039.26	1552
2041.74	1496
2044.21	1508
2046.68	1480
2049.15	1516
2051.62	1488
2054.09	1560
2056.56	1498
2059.03	1496
2061.49	1498
2063.96	1524
2066.42	1510
2068.89	1526
2071.35	1500
2073.81	1490
2076.27	1486
2078.74	1514
2081.2	1464
2083.65	1524
2086.11	1506
2088.57	1542
2091.03	1452
2093.48	1514
2095.94	1552
2098.39	1466
2100.84	1520
2103.29	1450
2105.75	1530
2108.2	1482
2110.65	1438
2113.09	1510
2115.54	1516
2117.99	1482
2120.44	1490
2122.88	1512
2125.33	1488
2127.77	1486
2130.21	1480
2132.65	1518
2135.09	1520
2137.53	1492
2139.97	1504
2142.41	1492
2144.85	1506
2147.29	1480
2149.72	1482
2152.16	1520
2154.59	1494
2157.03	1490
2159.46	1502
2161.89	1482
2164.32	1496
2166.75	1424
2169.18	1474
2171.61	1484
2174.04	1508
2176.46	1518
2178.89	1496
2181.32	1508
2183.74	1486
2186.16	1528
2188.59	1566
2191.01	1512
2193.43	1500
2195.85	1542
2198.27	1546
2200.69	1506
2203.1	1572
2205.52	1524
2207.94	1496
2210.35	1510
2212.77	1480
2215.18	1538
2217.59	1484
2220	1512
2222.42	1524
2224.83	1504
2227.23	1570
2229.64	1522
2232.05	1540
2234.46	1520
2236.86	1500
2239.27	1510
2241.67	1492
2244.08	1484
2246.48	1512
2248.88	1540
2251.28	1566
2253.68	1504
2256.08	1510
2258.48	1526
2260.88	1504
2263.27	1516
2265.67	1532
2268.06	1566
2270.46	1494
2272.85	1542
2275.25	1562
2277.64	1478
2280.03	1552
2282.42	1550
2284.81	1526
2287.2	1526
2289.58	1484
2291.97	1528
2294.36	1580
2296.74	1512
2299.13	1502
2301.51	1498
2303.89	1548
2306.28	1516
2308.66	1504
2311.04	1516
2313.42	1536
2315.8	1544
2318.17	1522
2320.55	1534
2322.93	1564
2325.3	1536
2327.68	1526
2330.05	1516
2332.42	1574
2334.8	1530
2337.17	1542
2339.54	1500
2341.91	1560
2344.28	1562
2346.64	1588
2349.01	1520
2351.38	1564
2353.74	1556
2356.11	1516
2358.47	1552
2360.83	1548
2363.2	1496
2365.56	1574
2367.92	1576
2370.28	1608
2372.64	1546
2375	1608
2377.35	1522
2379.71	1600
2382.06	1544
2384.42	1578
2386.77	1576
2389.13	1572
2391.48	1578
2393.83	1602
2396.18	1644
2398.53	1614
2400.88	1644
2403.23	1674
2405.58	1676
2407.92	1688
2410.27	1734
2412.62	1700
2414.96	1760
2417.3	1776
2419.65	1810
2421.99	1902
2424.33	1952
2426.67	2034
2429.01	2122
2431.35	2118
2433.69	2302
2436.02	2192
2438.36	2172
2440.69	2168
2443.03	2158
2445.36	2066
2447.7	2090
2450.03	2082
2452.36	2096
2454.69	2010
2457.02	2058
2459.35	2010
2461.68	1986
2464.01	2018
2466.33	1938
2468.66	1952
2470.98	1966
2473.31	1894
2475.63	1858
2477.95	1860
2480.27	1844
2482.6	1856
2484.92	1802
2487.24	1820
2489.56	1796
2491.87	1808
2494.19	1792
2496.5	1834
2498.82	1798
2501.14	1790
2503.45	1784
2505.76	1794
2508.07	1850
2510.39	1798
2512.7	1812
2515.01	1846
2517.31	1806
2519.62	1796
2521.93	1856
2524.24	1822
2526.54	1804
2528.85	1832
2531.15	1816
2533.45	1808
2535.76	1806
2538.06	1854
2540.36	1836
2542.66	1886
2544.96	1782
2547.26	1856
2549.56	1866
2551.85	1846
2554.15	1926
2556.45	1896
2558.74	1936
2561.03	1964
2563.33	1940
2565.62	1942
2567.91	1962
2570.2	1976
2572.49	1966
2574.78	1978
2577.07	2034
2579.36	2012
2581.64	2078
2583.93	2128
2586.22	2134
2588.5	2182
2590.78	2178
2593.06	2160
