#Acq. time (s)=	10
#Accumulations=	1
#Range (cm-¹)=	800...2999
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.1
#Instrument=	XploRA
#Detector=	Syncerity
#Objective=	x100
#Grating=	1200 gr/mm
#Laser (nm)=	532 
#Filter=	25%
#Slit (µm)=	100 
#Hole (µm)=	300 
#Fiber=	Off
#Laser pol=	Horizontal
#Raman pol=	None
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	0
#Full time(s)=	14
#Project=	2022-01-13
#Sample=	Prem
#Site=	
#Title=	RC_3
#Remark=	
#Date=	07.03.2022 18:25
#Acquired=	07.03.2022 18:25:13
800.097	5040
803	5214
805.9	5160
808.799	5454
811.697	5468
814.597	5572
817.493	5480
820.388	5328
823.283	5348
826.177	5376
829.069	5204
831.961	5204
834.852	5182
837.74	5128
840.628	5134
843.516	4928
846.403	4948
849.29	4848
852.173	4928
855.057	4926
857.94	4916
860.821	4864
863.702	4954
866.581	4864
869.46	4914
872.337	4990
875.215	4948
878.09	4946
880.964	4866
883.839	4974
886.711	4844
889.582	4876
892.452	4926
895.323	4938
898.192	4960
901.059	4948
903.926	4974
906.792	4954
909.656	4976
912.52	5072
915.383	5196
918.245	5252
921.104	5560
923.964	5748
926.823	6608
929.682	7422
932.537	9030
935.394	10548
938.249	12194
941.102	13424
943.956	13924
946.806	14086
949.658	13886
952.507	13916
955.355	13616
958.205	13750
961.051	13974
963.896	13956
966.743	14128
969.586	14248
972.429	14294
975.271	14300
978.112	14324
980.952	14082
983.791	13612
986.629	12712
989.466	11358
992.302	9840
995.138	8796
997.972	7712
1000.8	7006
1003.64	6564
1006.47	6252
1009.3	5936
1012.13	5652
1014.96	5288
1017.78	5214
1020.61	4914
1023.43	4716
1026.26	4456
